gene,endpoint,n_patients,n_events,coefficient,hazard_ratio,conf_low,conf_high,p_value,ph_p_value,model_status,warning_text,signature_direction,signature_r_rb,signature_correlation_p_value,signature_correlation_padj,fdr_all_genes,fdr_within_signature,association_direction,fdr_supported,nominal_p_below_0_05,expected_survival_direction,observed_survival_direction,direction_concordant
SNHG16,RFS,20,6,1.0699185270786096,2.915141985167816,1.3535389195506202,6.278395597600945,0.006269696031258745,0.7344843403148504,converged,NA,Dys-CIM,-0.617,3.38881133549749e-7,5.13162859375334e-5,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
MEAK7,RFS,20,6,1.3146512664123218,3.7234522659436053,1.4502342493173501,9.559901638846712,0.006283071102978114,0.3028873091883296,converged,NA,Dys-CIM,-0.495,2.6690444391791e-4,0.00400356665876878,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
BCAP31,RFS,20,6,1.2938972014300325,3.646971880292333,1.4392383188686286,9.241279725027274,0.00638145288027659,0.3988907218723878,converged,NA,Dys-CIM,-0.444,2.586484197956e-4,0.00395545686296745,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
HDAC2,RFS,20,6,1.0921940131893313,2.980806832967641,1.355813802836019,6.55341416120781,0.0065818603981942884,0.7483740899469247,converged,NA,Dys-CIM,-0.469,6.48183970452628e-5,0.00144653831552306,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
CLK1,RFS,20,6,-1.7342213252388257,0.17653761216280597,0.05046756140472859,0.6175358515584078,0.006639097271765268,0.18829404758994486,converged,NA,Fun-CIM,0.455,2.1186484611593e-4,0.00128085591378076,0.09635652633977744,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
NUP37,RFS,20,6,1.3176682665239394,3.734702884870975,1.4420664576653224,9.672234982044541,0.00664837607294635,0.9686273354292189,converged,NA,Dys-CIM,-0.539,3.19469340486633e-6,2.1330563804591e-4,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
NUDCD2,RFS,20,6,1.8605277148478025,6.4271275673097685,1.6753739080059746,24.65596997128707,0.006683256994090798,0.33507653418553585,converged,NA,Dys-CIM,-0.423,3.0061186677898e-4,0.00430606187548278,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
RYR3,RFS,20,6,-2.572248696500267,0.0763636335720019,0.011876482681708746,0.4910043392982052,0.006746327458357878,0.36928605772627915,converged,NA,Fun-CIM,0.428,7.1766958691314e-4,0.00327430313684905,0.09635652633977744,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
RAB2A,RFS,20,6,2.753478630626199,15.697141577110594,2.1279218034926664,115.79384791650934,0.00692123007564534,0.4550926883813734,converged,NA,Dys-CIM,-0.483,1.9333481167272e-4,0.00322166149318464,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
BZW1,RFS,20,6,2.4916358005087864,12.081022107904223,1.9769662202407232,73.82579109212044,0.006976424220705835,0.7385000679442894,converged,NA,Dys-CIM,-0.388,0.0022637320740301,0.0182707309528317,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
ETV4,RFS,20,6,1.206599685315805,3.342101114216184,1.3909105375914752,8.030451675911952,0.006982577048014941,0.8510167441773312,converged,NA,Dys-CIM,-0.404,0.00101408496423823,0.0101728397043456,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
MEF2B,RFS,20,6,-1.4156292861053006,0.24277279182488293,0.08667192386792573,0.6800198474913406,0.0070646817349011,0.8413081813033122,converged,NA,Fun-CIM,0.485,1.04174960658161e-5,1.5336869208007e-4,0.09635652633977744,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
COPS4,RFS,20,6,2.2527230355433367,9.513606485629731,1.8469915622446755,49.00331447828571,0.00706847522584153,0.28246099476895836,converged,NA,Dys-CIM,-0.385,0.00185539498646569,0.0156919044068109,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
RP1L1,RFS,20,6,-2.2608074031052454,0.10426626585321666,0.020116174000465743,0.5404334937012351,0.007081549075886807,0.5278340895607277,converged,NA,Fun-CIM,0.363,0.00353654117108133,0.0109369370835918,0.09635652633977744,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
SLC25A27,RFS,20,6,-1.7735395321813376,0.16973115546252468,0.046646806822777026,0.6175913657733337,0.00711807357637357,0.10011480391781769,converged,NA,Fun-CIM,0.502,2.3017932748593e-5,2.540419196646e-4,0.09635652633977744,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
SNX7,RFS,20,6,1.8005388071079829,6.0529079357712545,1.630996506982027,22.4633801004985,0.0071212998842708495,0.7140393855069651,converged,NA,Dys-CIM,-0.378,0.00339459767125548,0.0248156795277987,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
TMEM132E,RFS,20,6,-1.7188164610519034,0.17927820513607085,0.0512553283297697,0.6270699239310777,0.007134647803813999,0.30942120174524895,converged,NA,Fun-CIM,0.449,7.4943667236937e-4,0.00336611386742178,0.09635652633977744,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
MICOS13,RFS,20,6,2.730413584272594,15.339229772373008,2.0969138659863855,112.20869575344882,0.007160763702479787,0.14863017005501167,converged,NA,Dys-CIM,-0.435,6.06239227355834e-5,0.00138693578632486,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
TPD52,RFS,20,6,1.5437927148194805,4.6823153234227926,1.5190046675925517,14.433185924772065,0.007192042707410968,0.36190318945453637,converged,NA,Dys-CIM,-0.412,1.4950338202751e-4,0.00270093988608568,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
ATP5F1B,RFS,20,6,2.44900742800881,11.576850157372201,1.940929479959668,69.05117416683976,0.007192634562079038,0.23362015253197105,converged,NA,Dys-CIM,-0.473,2.56864799510467e-5,8.008137867091e-4,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
CANT1,RFS,20,6,2.42767084515293,11.332456271593976,1.9244855300803405,66.73189438957664,0.0072822892321914145,0.2074816944458009,converged,NA,Dys-CIM,-0.476,2.976160749074e-4,0.00428243944889384,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
GSDMB,RFS,20,6,-1.7257693285932034,0.17803603086344116,0.050407233941401855,0.6288150689334702,0.007350296286251583,0.027664060235102466,converged,NA,Fun-CIM,0.546,5.75154761454139e-7,2.21332240545807e-5,0.09635652633977744,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
SYT2,RFS,20,6,-1.325483688690232,0.2656744242917049,0.10076913434585627,0.7004416598487062,0.007366698806365402,0.8560458865233941,converged,NA,Fun-CIM,0.386,4.6879677061503e-4,0.0023550927812888,0.09635652633977744,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
BTF3,RFS,20,6,1.5775841402116386,4.843241074996537,1.5272352633062258,15.359116354970029,0.007382193759115622,0.3842750981645257,converged,NA,Dys-CIM,-0.392,6.7102608160974e-4,0.00759381829010316,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
MRPL30,RFS,20,6,1.2725574837726705,3.5699710402100697,1.4068689351110268,9.058905851050572,0.007395934570258555,0.41629760274730837,converged,NA,Dys-CIM,-0.505,5.43681910346216e-5,0.00130977914765225,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
EIF5A,RFS,20,6,2.398861036968112,11.010628537371336,1.8976200466686781,63.887363016008095,0.0074940688620894974,0.4340397041439809,converged,NA,Dys-CIM,-0.509,2.80932226123625e-6,1.9852543979402e-4,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
CMSS1,RFS,20,6,1.3501459453394147,3.8579885450589804,1.4338172839330279,10.380733849837961,0.007506606710267722,0.8873439078141605,converged,NA,Dys-CIM,-0.57,5.48627027132404e-6,3.0607613092649e-4,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
CBX3,RFS,20,6,1.4406382617592206,4.223390585626245,1.4675641598315279,12.15417255815516,0.007557012568037751,0.4930191197874721,converged,NA,Dys-CIM,-0.453,1.46209111799448e-5,5.601746693039e-4,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
YWHAE,RFS,20,6,2.2162845734304275,9.173185176329445,1.8037113423768296,46.65232418417109,0.007567808300235339,0.3942699312076078,converged,NA,Dys-CIM,-0.664,4.70244328370096e-8,2.13625280602415e-5,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
NELFB,RFS,20,6,3.0825965112819644,21.81497174318823,2.2696421856341753,209.677540877717,0.007588752042176385,0.42992084249738033,converged,NA,Dys-CIM,-0.341,0.00415712131662487,0.029442418233557,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
CEP20,RFS,20,6,2.1061616134413392,8.216642030020763,1.7473139389299348,38.638280589033236,0.007663963679156956,0.7028023786089763,converged,NA,Dys-CIM,-0.363,0.00201578053733392,0.0166057482615154,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
HOMER2,RFS,20,6,1.7626699629680842,5.827977123018414,1.5946926021381775,21.298974674420005,0.00768190774197328,0.2223671712721769,converged,NA,Dys-CIM,-0.348,0.00264552159817717,0.0206701687523425,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
PSMD10,RFS,20,6,1.014988807706627,2.7593325139444436,1.3082454913696149,5.819944324470693,0.007685131805626485,0.813512979123234,converged,NA,Dys-CIM,-0.418,3.9096474442638e-4,0.00509536019375367,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
TSPAN17,RFS,20,6,1.115696798314552,3.051693853647235,1.3432826928331207,6.932893147567165,0.007702215672462587,0.7657935933920594,converged,NA,Dys-CIM,-0.418,0.0010179405097524,0.0101745127404866,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
APEH,RFS,20,6,1.4575158379028208,4.295276102068222,1.4700592173551876,12.550104495920271,0.00771527818585862,0.5993208354645818,converged,NA,Dys-CIM,-0.589,1.19395772313631e-6,1.1167016351686e-4,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
ZNF581,RFS,20,6,2.6108679377098927,13.610859104556614,1.9911926925754662,93.03744748303436,0.007761954207324598,0.30201081647056327,converged,NA,Dys-CIM,-0.359,0.00166952708978275,0.0148172757663116,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
NSMCE2,RFS,20,6,1.189909149037114,3.286782586455548,1.3681586350290034,7.895970170446217,0.007791865846777008,0.821997479471505,converged,NA,Dys-CIM,-0.512,8.49253328543098e-6,3.9715082128927e-4,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
AZIN1,RFS,20,6,1.5065189302166748,4.511000323846578,1.484848978118978,13.704507476256886,0.007878708197785165,0.6235446476313748,converged,NA,Dys-CIM,-0.382,0.00294476194658373,0.0222430949884472,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
TBX19,RFS,20,6,-1.3837472383397698,0.25063759236333066,0.09027707419269884,0.6958488992631485,0.007907635029261397,0.42371747745431115,converged,NA,Fun-CIM,0.424,3.5831021572972e-4,0.00189273502661218,0.09635652633977744,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
PHB2,RFS,20,6,1.290842724622546,3.6358492847691144,1.4024761599644682,9.425757384632474,0.00791005192393997,0.5729251781175612,converged,NA,Dys-CIM,-0.485,2.65189709588731e-6,1.916598355664e-4,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
ESD,RFS,20,6,1.3360590550815767,3.804022483222081,1.4172008842520754,10.210681642705799,0.007999056760650256,0.12101818345651469,converged,NA,Dys-CIM,-0.321,0.0059982275656852,0.0389272727732223,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
LAX1,RFS,20,6,-1.1563216166793744,0.3146414266373805,0.13385646690823588,0.7395924130006668,0.00800787838708874,0.33069019068435657,converged,NA,Fun-CIM,0.581,2.45668219299023e-8,3.39663016248214e-6,0.09635652633977744,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
PAICS,RFS,20,6,1.6673415757076995,5.298064555770039,1.5444639214251537,18.174259461629678,0.008022776157962206,0.5824738366454429,converged,NA,Dys-CIM,-0.469,1.58482881451171e-5,5.8601809652874e-4,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
UBE2N,RFS,20,6,1.5744596256034291,4.828131914195495,1.504774449383603,15.49126368434939,0.00812160263053803,0.4675854540257194,converged,NA,Dys-CIM,-0.375,0.00149406409747841,0.0136135353294594,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
ACTG1,RFS,20,6,2.309885977832446,10.073276012764147,1.818355321787057,55.80366412083048,0.008180716705471292,0.04462621399916281,converged,NA,Dys-CIM,-0.539,3.44932662732206e-5,9.5182251034145e-4,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
MTCH2,RFS,20,6,1.6330914979133033,5.119677751514311,1.525642725655894,17.18036591304962,0.008197786845922995,0.351750579573065,converged,NA,Dys-CIM,-0.465,1.45537437187418e-5,5.601746693039e-4,0.09635652633977744,0.03199524574816548,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
ANKDD1B,RFS,20,6,-1.7780643313787232,0.1689648909703583,0.04515805052789706,0.6322047574438231,0.008264628981630232,0.8157691753556986,converged,NA,Fun-CIM,0.512,7.05439908342175e-5,5.7177901954047e-4,0.09637728757318405,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
PPP1R14B,RFS,20,6,1.7352917114870903,5.670581736388673,1.5595886775802699,20.617934517808,0.008420107996810594,0.4300573287886468,converged,NA,Dys-CIM,-0.558,6.78781437048524e-7,7.99453692523817e-5,0.09662284585752141,0.032471688527790546,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
JCHAIN,RFS,20,6,-1.5667728989521328,0.20871764965937697,0.06505416683214503,0.6696428438125618,0.008434264032191656,0.3433470460103641,converged,NA,Fun-CIM,0.628,3.03015277723101e-8,4.01495242983108e-6,0.09662284585752141,0.36402283562939186,Higher change associated with lower relapse hazard,FALSE,TRUE,Beneficial (HR < 1),Beneficial,TRUE
BUB1,RFS,20,6,1.9092741862501494,6.748189092179571,1.6284867906372686,27.96341750244786,0.008481411182631859,0.9815302347494531,converged,NA,Dys-CIM,-0.461,2.53995007795162e-5,7.9970705424615e-4,0.09662284585752141,0.032471688527790546,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
MTX2,RFS,20,6,1.5090437930803975,4.522404371812766,1.4658341935679593,13.952561205035783,0.008658216740346253,0.6373658433189517,converged,NA,Dys-CIM,-0.426,1.2948636559455e-4,0.00243648900941232,0.09788411444620458,0.03283587858131315,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
NDUFB5,RFS,20,6,1.7186676739287619,5.577093005735046,1.538056442799292,20.22290309321091,0.00892235113596773,0.4527411647664556,converged,NA,Dys-CIM,-0.319,0.00719254799622839,0.0451130229349236,0.09918664762222898,0.033045050781740345,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
TWF1,RFS,20,6,1.7554762573862617,5.786202807670062,1.5476741748098328,21.63255255945762,0.009078270131655977,0.33255148003938667,converged,NA,Dys-CIM,-0.484,2.9458136197934e-4,0.00427244095542427,0.09918664762222898,0.033045050781740345,Higher change associated with higher relapse hazard,FALSE,TRUE,Detrimental (HR > 1),Detrimental,TRUE
