"","gene_id","NEO11 _Patient_11_T1_B_Rep1","NEO11 _Patient_11_T4_S_Rep1","NEO15 _Patient_15_T1_B_Rep1","NEO15 _Patient_15_T4_S_Rep1","NEO16 _Patient_16_T1_B_Rep1","NEO16 _Patient_16_T4_S_Rep1","NEO18 _Patient_18_T1_B_Rep1","NEO18 _Patient_18_T4_S_Rep1","NEO19 _Patient_19_T1_B_Rep1","NEO19 _Patient_19_T4_S_Rep1","NEO21 _Patient_21_T1_B_Rep1","NEO21 _Patient_21_T4_S_Rep1","NEO22 _Patient_22_T1_B_Rep1","NEO22 _Patient_22_T4_S_Rep1","NEO27 _Patient_27_T1_B_Rep1","NEO27 _Patient_27_T4_S_Rep1","NEO3 _Patient_3_T1_B_Rep1","NEO3 _Patient_3_T4_S_Rep1","NEO33 _Patient_33_T1_B_Rep1","NEO33 _Patient_33_T4_S_Rep1","NEO34 _Patient_34_T1_B_Rep1","NEO34 _Patient_34_T4_S_Rep1","NEO42 _Patient_42_T1_B_Rep1","NEO42 _Patient_42_T4_S_Rep1","NEO43 _Patient_43_T1_B_Rep1","NEO43 _Patient_43_T4_S_Rep1","NEO45 _Patient_45_T1_B_Rep1","NEO45 _Patient_45_T4_S_Rep1","NEO46 _Patient_46_T1_B_Rep1","NEO46 _Patient_46_T4_S_Rep1","NEO47 _Patient_47_T1_B_Rep1","NEO47 _Patient_47_T4_S_Rep1","NEO49 _Patient_49_T1_B_Rep1","NEO49 _Patient_49_T4_S_Rep1","NEO51 _Patient_51_T1_B_Rep1","NEO51 _Patient_51_T4_S_Rep1","NEO8 _Patient_8_T1_B_Rep1","NEO8 _Patient_8_T4_S_Rep1"
"23941","MIR9898",519.3,775.6,352.4,965,382.2,3315,1504,1904,3176,2209,373.3,601.3,507.2,1352,3315,1844,1199,25,1775,1635,1421,1513,2508,2699,6090,844.9,851.3,604.9,24.78,1431,32.7,429.6,891.5,225.7,2047,334.1,897.9,1493
"23942","KRT18",115.4,44.73,69.92,115.6,73.29,368.7,254.4,159.7,313.8,151.4,80.21,111.6,64.04,243.2,368.7,110.3,202.5,5.186,316,475.6,389,385.9,150.9,149.5,757.1,126.4,83.93,39.87,6.547,130.2,8.203,82.3,73.09,28.62,153.6,22.64,101.4,242.7
"23943","EIF4B",117.7,17.67,166.6,79.32,117.1,99.63,107.8,63.5,81.62,48.94,108.1,119.9,124.3,109.4,99.63,56.14,64.38,89.59,69.61,112.2,58.13,104,174.8,65.14,247.2,65.74,53.13,39.82,21.22,40.34,109.5,69.64,48.42,90.07,67.6,69.51,103.6,89.27
"23944","TNS2-AS1",0.1602,0.07119,0.05138,0.1147,0.0445,0,0.05685,0.2761,0.1928,0.1329,0.05877,0.1255,0.08857,0.08023,0,0.1329,0.1778,0.08383,0.4155,0.7392,0.3244,0.2839,0.3409,0.2046,0.1984,0.1083,0,0.04864,0.1278,0.2238,0,0.05163,0.1042,0.02732,0.08397,0,0.04474,0.2063
"23945","TNS2",3.556,0.07044,3.115,0.4866,0.07548,2.055,0.3616,0.6907,3.637,0.4226,0.3863,0.94,1.258,1.055,2.055,0.3803,0.8919,0.3199,3.03,3.005,2.283,0.9114,2.578,1.874,1.402,0.1683,1.977,1.011,3.17,1.85,0.93,1.883,0.9496,0.2433,1.584,1.944,2.466,1.032
"23946","MIR6757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23947","SPRYD3",20.97,3.207,44.7,8.377,7.068,19.31,17.89,9.179,21.87,8.455,11.8,9.078,8.826,24.54,19.31,8.881,7.482,9.676,17.03,20.63,17.38,26.01,124.7,12.92,27.59,15.34,50.04,16.41,13.55,31.18,19.1,10.9,13.82,4.016,9.692,15.71,18.14,25.04
"23948","IGFBP6",295.8,14.56,404.1,55.27,10.76,59.92,37.3,23.62,437.7,11.85,53.66,98.26,366.8,43.66,59.92,27.92,67.71,82.87,63.23,52.59,20.69,33.84,38.48,33.16,82.36,8.946,80.39,49.11,299.8,31.12,59.1,94.05,19.37,26.1,23.99,51.93,497.6,48.4
"23949","SOAT2",0.5901,0,0.2129,0,0,0,0.2356,0.03813,0.1331,0.09176,0.04058,0,0.06116,0,0,0.04587,0,0,0.2678,0,0,0,0.2354,0.1696,4.384,0,0.08703,0.2015,0.353,0.07725,0.9219,0.1426,0.2158,0,0.05798,0.3197,0.4943,0.2849
"23950","CSAD",10.93,0.4195,9.909,4.59,1.573,4.024,3.503,7.602,8.52,2.741,4.203,5.826,4.01,6.662,4.024,1.495,4.984,2.29,26.52,38.04,14.23,12.65,18.75,5.657,5.101,2.185,9.993,5.576,8.593,8.181,2.682,5.436,3.181,4.566,2.722,4.614,8.029,10.85
"23951","ZNF740",3.465,1.101,5.806,1.965,3.292,3.599,3.839,2.601,2.292,3.101,2.683,2.75,2.236,3.274,3.599,2.662,2.922,5.389,5.18,5.272,5.837,7.667,7.105,3.929,33.83,2.892,11.15,6.853,4.014,5.353,6.634,5.063,3.684,2.101,2.181,4.702,3.375,5.33
"23952","ITGB7",0.757,1.278,2.039,0.3614,3.7,1.374,3.868,1.174,0.6375,3.892,0.361,0.5928,0.7532,0.4927,1.374,2.134,0.3639,6.812,1.256,1.068,0.5517,2.874,1.127,1.392,87.35,2.66,18.93,5.607,1.268,1.163,10.23,4.318,3.838,0.8002,0.6744,5.512,1.226,1.287
"23953","RARG",11.24,2.295,14.28,3.854,3.833,11.81,5.683,6.394,9.165,9.556,5.206,7.206,5.11,4.759,11.81,2.753,3.395,1.499,13.12,15.65,13.37,6.888,24.38,6.453,10.26,3.079,15.67,9.21,5.713,10.41,3.991,8.938,9.734,4.995,5.971,10.16,11.96,9.658
"23954","SLC61A1",0.1715,0.0254,0.2749,0.1228,0.2381,0,0.1217,0,0,0,0.09435,0.04477,0.237,0.5152,0,0.1422,0.03171,0,0.1186,0.09308,0.1042,0.217,0.2432,0.04381,0.2123,0.03862,0.1349,0.05206,0.2052,0.05987,0.2041,0.1382,0,0,0.08987,0.1982,0.04788,0.1325
"23955","ESPL1",0.04444,0.02962,0.1069,0.07956,0.722,0.2016,0.07096,0.3331,0,0.8844,0.0489,0,0,0.05006,0.2016,0.1105,0.0493,0.8021,0.3111,0.03618,0.06747,0.1181,0.4018,0.5959,5.172,0.3453,1.285,1.012,0.07976,1.652,0,0.3007,0.3683,0.375,0.1223,0.2119,0.09305,0.1202
"23956","PFDN5",995.7,791.6,1002,877,622.5,937,618.6,508.6,762.8,322.8,957.4,791.7,1100,734.7,937,536.7,873.8,846.1,671.7,573.9,683.6,942.8,606.4,379.3,601.8,693.6,897.1,765,894.3,504.5,972.8,682,413.5,819.4,332.3,422,879.2,770.1
"23957","MYG1-AS1",0.5814,0.3875,0.5593,0.6246,0.1211,0.1319,0.4642,0.3005,0.5246,0,0.5598,0.4553,0.7231,0.5458,0.1319,0.0904,0.1613,0.2281,0.3769,0.4734,0.2648,0.4415,0.6185,0.3342,0.18,0.1964,0.343,0.3971,1.217,0.6089,0.6488,0.1405,0.7087,0.4461,0,0.252,0.6087,0.4492
"23958","MYG1",25.57,4.578,19.46,16.85,20.99,18.7,16.25,13.68,20.2,13.13,9.589,10.56,19.94,21.98,18.7,11.55,11.43,23.96,19.73,30.76,23.1,23.47,21.65,12.77,37.33,8.768,14.26,13.67,9.589,16.12,17.6,16.66,8.311,8.654,17.1,12.35,20.25,28.01
"23959","AAAS",7.578,0.5014,6.591,3.752,7.052,9.142,5.749,4.25,7.564,7.119,5.81,6.691,6.149,7.386,9.142,3.609,2.728,5.693,5.393,4.2,5.875,9.12,9.518,8.833,24.65,4.793,6.467,4.698,5.112,11.99,9.498,6.78,3.773,4.37,5.323,8.245,7.765,8.283
"23960","SP7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23961","SP1",12.36,4.109,15.6,6.141,6.831,15.15,11.53,5.907,15.15,11.23,4.773,6.142,5.698,8.225,15.15,6.947,7.756,7.243,13.02,13.04,10.83,12.36,15.32,10.32,14.22,7.039,17.45,15.26,18.65,11.78,12.62,13.96,10.24,5.885,7.364,12.89,14.48,12.01
"23962","AMHR2",0.4883,0,0.2013,0.1499,0.05812,1.013,0.2228,0.03606,0.1259,0,0,0.1093,0.1735,0,1.013,0,0.07739,0,0,0,0,0.05297,0.07421,0,0.3455,0,0.3292,0.1906,0.08347,0,0.06227,0,0,0.03568,0,0.06047,0.1753,0.2156
"23963","PRR13",44.53,4.833,36.68,29.6,32.73,76.39,64.97,44.78,35.1,86.27,24.64,30.76,38.2,77.65,76.39,24.35,20.58,67.48,53.03,62.3,54.87,76.47,55.54,44.22,115,34.41,96.77,102.8,68.44,73.31,58.83,55.73,55.65,18.78,47.58,98.28,44.69,41.03
"23964","PCBP2",380.3,92.45,572.8,140.1,187.9,443.6,236.3,185.8,575,227.3,243.9,198.4,205.6,146.8,443.6,140.7,185.1,212.4,275.6,284.4,231.7,478,383.1,192.2,928.5,238,505.8,432.5,541.4,461.5,361.6,315.8,241.9,124.2,184.2,330.8,362.4,225.3
"23965","PCBP2-OT1",0.2592,0,0.2493,0,0,0.2351,0.5518,0,0.4677,0,0.1426,0,0.2149,0.584,0.2351,0,0.1438,0.4068,0,0.422,0.1574,0.3936,0,0,0,0,0.6116,0,0,0.5429,0.2314,0.2506,0.5054,0.1326,0.2037,0,0,0
"23966","MAP3K12",4.259,0.3892,6.343,1.586,1.277,5.232,1.735,1.912,2.986,0.5751,1.727,1.887,2.805,3.235,5.232,0.908,2.457,1.795,5.831,4.121,5.143,2.901,6.161,1.809,4.248,0.6906,5.541,3.324,4.804,2.803,2.759,3.635,1.21,1.083,1.855,3.291,6.318,4.437
"23967","TARBP2",1.787,0.7216,2.187,1.454,1.353,2.873,2.334,1.259,0.5862,2.02,1.162,1.272,1.01,4.025,2.873,1.061,1.982,0.7647,1.516,2.182,3.65,1.665,1.382,0.4356,3.117,1.097,1.246,1.479,2.235,2.041,1.595,0.9421,1.663,0.9138,0.8299,1.971,1.36,2.572
"23968","ATF7-NPFF",10.47,0.3059,12.45,1.874,2.122,6.122,5.13,3.31,12.05,4.71,1.667,3.99,3.596,2.585,6.122,0.9848,2.521,2.485,13.46,20.63,11.12,5.019,21.53,5.434,13.64,2.512,18.36,11.16,17.38,9.951,5.347,9.052,6.042,1.726,5.196,10.92,13.09,2.447
"23969","NPFF",4.337,0.507,1.317,0.9807,0.5705,1.242,0.4859,2.477,1.647,0.8517,0.5023,1.251,0.9462,0.857,1.242,1.277,1.899,0.3582,5.09,10.96,5.544,1.04,2.428,1.224,0.2826,1.542,1.885,1.871,3.823,3.824,0.8149,3.089,0.8902,1.167,1.435,3.165,2.103,1.94
"23970","ATF7",2.401,0.04707,3.091,0.4046,0.5001,1.49,1.278,0.6571,2.963,1.142,0.3983,0.9264,0.8491,0.5967,1.49,0.1757,0.5093,0.6096,3.077,4.47,2.434,1.207,5.353,1.312,3.475,0.5249,4.562,2.717,4.225,2.274,1.308,2.099,1.481,0.3522,1.221,2.556,3.209,0.4774
"23971","LOC100652999",0.06657,0,0,0,0.05546,0.0604,0.07086,0,0,0.08281,0.03663,0,0,0,0.0604,0.0414,0,0,0.03453,0,0,0,0,0,0,0,0,0,0,0,0,0.03218,0,0,0,0,0,0
"23972","ATP5MC2",169.3,68.46,135.8,250.6,168.9,192.3,153.8,139.4,238.5,116.1,190.4,125.6,146.4,182.6,192.3,187.5,192.2,182.2,137,181.5,134.6,306.2,117.2,129.6,245.5,150.2,120.3,127.4,203.1,121.3,160,145.7,149.4,151.1,147.3,154.4,121.5,240.8
"23973","CALCOCO1",22.9,2.195,21.35,7.381,3.698,12.92,9.85,10.59,21.9,6.394,5.408,9.76,9.876,6.705,12.92,5.443,6.162,2.952,23.27,39.97,17.76,11.86,19.13,8.359,10.49,6.083,19.26,8.358,23.46,9.034,9.715,13.21,7.727,9.068,9.876,11.26,20.16,13.83
"23974","LOC105369774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23975","CISTR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23976","LOC105378250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23977","LOC107984525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03263,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23978","HOXC13-AS",0,0.09651,0.4179,0.3111,0,2.266,0.6936,1.965,0.784,0.4053,0.1195,0.1701,0.09005,0.4894,2.266,0.3377,0.241,0,0.7885,2.564,0.7255,0.08247,4.159,0.9987,1.479,0.3669,0.1281,0.4945,0,0.5687,0,0.0525,0.5295,0.1111,0.5122,0.1883,0.09097,0.5873
"23979","HOXC13",0,0.05765,0.2496,0.1858,0,1.354,0.4144,1.241,0.4683,0.2421,0.1071,0.1016,0.05379,0.3898,1.354,0.2017,0.1439,0,0.4711,1.69,0.4334,0.04926,2.484,0.5966,0.9638,0.2192,0.07654,0.3545,0,0.3397,0,0.03136,0.3796,0.06637,0.306,0.1125,0.05434,0.3509
"23980","LOC105369775",0.1445,0.06422,0,0,0,0,0,0.4482,0.2608,0.1798,0,0,0,0.9769,0,0,0,0,1.349,1.883,1.141,0,5.381,0.9968,0.1789,0.09766,0,0,0,0,0,0,0.7047,0,0.3408,0.2506,0,0.2233
"23981","HOXC12",0.04682,0.0208,0,0,0,0.04248,0,0.1694,0.08449,0.05824,0,0,0,0.3165,0.04248,0.02912,0,0,0.4371,0.7243,0.4265,0,1.893,0.3947,0.05797,0.03163,0,0.04264,0,0,0,0,0.2283,0,0.1104,0.08117,0,0.1085
"23982","HOTAIR",0.1779,0,0.2852,0.552,0.7904,5.003,0.6943,1.624,0.321,1.254,0.7829,0.2786,0.04916,0.5344,5.003,0.7006,0.9867,0,1.538,0.9655,1.368,0.04502,3.154,1.772,1.028,2.123,0,0.216,0.07094,0,0,0,0.4625,0.03033,0.5593,0.2056,0.149,1.42
"23983","HOXC11",0,0.875,0.6315,2.418,0.3125,2.553,0.4992,3.393,0.9309,0.8166,2.348,1.506,0,2.465,2.553,2.391,0.9364,0,1.265,2.901,1.794,0,1.995,2.408,1.219,1.869,0.2213,0.7259,0.1122,0,0,0.02267,1.143,0.07195,0.9215,0.2439,0.6284,2.608
"23984","HOXC-AS3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23985","HOXC10",3.56,0.6877,5.508,3.159,7.221,17.48,5.849,16.88,6.843,12.13,0.7664,5.03,1.54,11.57,17.48,6.016,5.537,1.822,16.46,47.63,20.12,0.5289,16.3,6.286,16.1,10.25,1.369,4.933,0.6481,0.1621,0.7599,2.244,3.547,1.267,5.901,4.427,5.834,13.27
"23986","MIR196A2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23987","HOXC-AS2",0,0,0,0,0,0,0,0,0,0,0,0,0.2516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23988","HOXC-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23989","HOXC9",9.96,0.2766,20.56,5.572,2.766,9.412,5.963,7.346,10.67,4,6.336,6.012,6.537,5.61,9.412,2.774,2.992,6.025,3.874,8.362,3.465,1.654,16.11,4.452,3.982,3.645,7.099,15.87,18,3.151,5.927,5.065,5.058,2.335,6.605,8.723,14.16,7.133
"23990","LOC107984512",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23991","HOXC8",7.592,0.8433,23.49,2.447,0.8434,8.725,3.165,2.387,7.992,2.361,5.987,8.522,7.974,4.466,8.725,1.889,6.352,1.092,2.592,4.43,1.652,3.123,12.92,4.072,3.211,0.684,8.509,5.992,8.554,3.247,4.292,6.422,2.097,4.369,2.735,5.868,9.009,3.519
"23992","HOXC4",0,0,0,0,0,0,0,0,0,0,0,0.05092,0.05391,0.04883,0,0,0.03606,0,0,0,0,0,0,0.04982,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23993","HOXC5",0.1429,0,0.4124,0.2559,0.1786,0.389,0.1521,0.1477,0.3869,0.2667,0.07863,0.5036,0.2962,0.161,0.389,0.04444,0.07927,0.2243,0.2224,0.3491,0.1302,0.05426,0.228,0.2738,0.2654,0,0.4215,0.1952,0.342,0,0.1276,0.6217,0.06967,0.1096,0.05617,0.3097,1.257,0.4968
"23994","HOXC6",10.6,0.7798,14.11,4.324,1.696,7.007,3.288,3.012,7.475,2.445,3.747,6.763,8.15,5.906,7.007,2.096,2.142,1.763,5.171,10.69,3.369,1.866,10.38,2.798,3.825,1.233,14.5,4.412,5.712,6.691,3.886,6.855,3.081,2.514,3.698,8.886,11.88,3.905
"23995","MIR615",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"23996","FLJ12825",0.03879,0,0.03731,0,0.03232,0,0,0,0.14,0,0.02134,0,0,0.0874,0,0.02412,0,0,0.06035,0.03158,0.04712,0,0,0,0,0,0,0,0,0,0,0.01875,0,0.01984,0,0.06725,0,0.1798
"23997","LOC100240735",16.22,0.6006,29.58,5.929,1.971,4.292,7.194,1.659,6.708,2.522,5.485,7.41,11.35,3.934,4.292,1.997,4.686,4.243,4.294,6.741,1.847,4.106,5.212,3.496,0.4184,2.512,6.18,3.539,11.52,2.477,15.38,14.21,6.755,2.42,2.391,9.081,11.32,5.483
"23998","LOC100240734",1.869,0.1384,2.996,1.784,0.5189,1.978,0.3315,2.415,0.562,0,1.371,2.683,1.291,1.871,1.978,0.1937,4.319,0.9776,3.392,2.789,2.081,0.7094,4.638,0.2387,2.699,0.8417,0.3674,0.2836,0.3726,0,2.224,1.204,1.215,0.9558,0.2448,0.5399,2.869,5.775
"23999","SMUG1",4.176,3.868,2.501,7.08,2.986,3.538,4.864,4.785,3.057,4.753,5.808,4.751,4.736,9.911,3.538,5.732,2.709,2.782,3.371,6.157,5.096,3.5,9.428,2.868,5.364,3.141,3.532,2.977,3.44,4.786,1.864,2.761,4.609,4.553,4.211,4.268,3.266,6.208
"24000","LINC02381",14.79,0.1947,18.86,5.648,0.8214,13.52,4.198,4.077,16.01,3.543,6.75,5.747,8.537,5.101,13.52,2.861,2.127,1.203,8.862,10.79,7.052,4.242,11.65,4.701,3.526,1.702,11.37,6.983,4.063,3.556,5.671,12.6,6.088,1.401,3.53,11.96,18.53,5.755
"24001","SMUG1-AS1",0,0,0,0,0,0.04128,0,0,0,0,0,0,0,0,0.04128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04436,0,0,0,0,0
"24002","LOC102724030",0.1799,0,0,0,0,0,0,0,0.1623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24003","LOC105369777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24004","CBX5",13.32,5.257,20.43,6.083,13.89,15.39,10.35,7.575,15.59,10.79,11.38,13.38,11.17,16.83,15.39,7.423,12.31,11.71,11.59,11.93,11.09,19.88,15.52,10.86,40.29,5.051,16.56,17.68,7.881,35.83,13.53,13.91,12.88,25.3,13.1,12.94,15.74,13.25
"24005","MIR3198-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.864,0,0,0,0,0
"24006","SCAT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24007","HNRNPA1",30.14,0.7621,34.02,10.47,29.84,24.64,23.13,13.13,36.93,14.17,13.6,20.85,29.87,23.65,24.68,8.306,8.949,23.27,12.48,16.26,9.079,13.83,38.28,12.46,54.51,6.044,27.18,33.66,30.69,37.77,18.63,20.47,14.7,31.75,15.51,20.22,35.82,15.52
"24008","NFE2",0.1433,0,2.205,0.05129,0.1193,0.13,0.4574,0.2221,0.7755,0,0.7487,0.617,0.2969,0.1076,0.13,0.04454,0.2384,0,0.4086,0.2916,0.174,0.7614,0.2286,0.1647,3.192,0.09679,0.2535,0.06522,0.4285,0.6751,0.7672,0.277,0.2095,0.07327,0.4504,0.1863,0.4799,1.107
"24009","COPZ1",70.29,38.88,86.82,92.75,69.95,105.5,89.46,54.49,71.31,59.39,112.5,74.88,78.07,180.6,105.5,113.1,88.91,54.49,64.64,50.91,70.64,184.4,82.15,43.91,96.14,85.4,71.65,61.2,68.3,90.22,63.81,49.68,56.29,58.84,59.63,51.49,68.42,116.1
"24010","MIR148B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24011","GPR84-AS1",0,0.05633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24012","GPR84",0.8847,1.996,0.4582,0.04873,1.814,0.8644,1.014,0.2462,0.2456,3.64,0,0.1599,2.144,1.431,0.8644,0.2963,0.1887,2.884,0.3882,0.1662,0.2893,0.31,1.158,1.408,0.2528,0.7357,12.44,4.648,0,5.203,0.3645,1.349,3.65,1.218,0.4815,1.357,0.399,0.2103
"24013","ZNF385A",4.701,0.3708,4.352,0.9752,1.684,7.054,3.133,3.746,5.628,4.044,0.8459,1.582,1.53,2.243,7.054,1.393,1.194,3.309,9.295,14.91,7.737,7.939,2.851,4.41,3.807,2.167,20.21,10.4,11.62,16.1,4.353,6.2,6.297,0.8763,2.037,10.4,3.679,2.002
"24014","ITGA5",14.3,3.712,25.61,2.054,5.103,22.13,7.311,5.856,33.29,13.65,3.915,5.961,9.688,3.696,22.13,6.099,4.281,9.613,9.787,12.54,6.107,5.404,43.69,18.1,39.41,4.737,90.85,16.31,20.88,71.9,5.689,14.68,11.46,5.197,19.62,12.95,16.07,6.1
"24015","GTSF1",0.5077,0.2256,1.563,0.7271,0.7614,1.29,3.026,0.3674,0.5497,1.263,0.3352,0.2386,0.2526,1.068,1.29,0.884,0.3943,2.072,0.8952,0.248,0.1233,0.3084,0.432,1.945,48.65,3.567,2.995,4.623,2.308,0.319,3.172,21.01,5.346,0.5193,1.357,7.569,0.8505,1.098
"24016","NCKAP1L",3.621,1.24,6.656,1.83,6.541,5.587,13,1.749,1.74,5.367,1.61,2.146,7.407,3.266,5.587,5.419,1.886,19.04,2.896,1.24,0.4932,2.672,5.489,5.912,8.588,3.258,19.14,16.27,14.98,4.589,23.71,11.88,9.783,2.38,4.455,14.58,4.407,2.457
"24017","PDE1B",3.543,0.1895,3.219,0.6343,0.9567,2.024,1.746,0.8479,2.723,0.7754,1.065,1.49,2.802,0.9117,2.024,0.9997,0.5095,1.184,1.48,0.9616,0.4583,1.021,1.78,3.972,1.178,0.5542,15.79,2.36,5.417,3.264,1.64,2.03,1.887,0.6209,3.275,2.702,2.088,1.039
"24018","PPP1R1A",16.56,1.412,6.115,0.7189,2.997,0.3036,2.849,8.302,8.152,6.868,0.9665,9.564,6.104,0.3769,0.3036,8.116,0.6032,0.919,3.601,2.588,0.4064,5.971,0.08899,4.615,1.968,6.839,11.74,26.13,44.34,4.906,1.867,7.561,1.958,0.4279,11.31,1.813,4.975,3.102
"24019","GLYCAM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6088,0,0,0,0,0,0,0,0,0,0.1323,0,0,0,0,0,0.09464,0,0,0,0,0,0
"24020","LACRT",0.277,0,0,0,0,0,0.5898,0,0.9998,0,0,0,0,0,0,0,0,0,0,0,0,0.4207,0,0,0,0.1872,0,0,0,0,0,0,0,0,0.2178,0.4803,2.784,0
"24021","DCD",14.95,0,0,0,0,0,2.513,11.12,1.42,0,0.1443,0,5.654,4.137,0,52.85,1.164,0,0.5441,1.922,0,0.5975,0,0,0,2.836,0,0.2389,0,0,0,0.1268,0,0,4.124,0,1.758,0
"24022","MUCL1",9920,65.56,118.3,18.06,39.4,26.32,53640,1214,12960,1.569,106.2,229.9,1950,539.2,26.32,5471,957.7,2.474,4511,2076,10.15,15650,18.45,47.6,7.416,31310,0.744,1.148,0.3772,0.3302,0.2814,1505,173.7,28.71,28.75,969.7,191.5,78.19
"24023","TESPA1",0.7217,0.07545,1.47,0.0608,0.6602,0.6291,2.591,0.5486,0.4852,1.109,0.1324,0.266,0.5867,0.2763,0.6291,0.3344,0.2355,0.3776,0.9467,1.164,0.275,0.3976,1.43,2.505,2.015,0.1912,1.452,1.662,2.404,0.6373,5.861,5,1.587,0.1086,0.4227,7.176,1.541,0.5248
"24024","LOC107984515",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24025","NEUROD4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03008
"24026","LOC101927484",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24027","OR9K2",0,0,0.1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2764,0,0,0.2325,0.9391,0,0,0,0,0,0,0,0,0.2328,0,0,0,0
"24028","OR10A7",0,0,0,0,0,0,0,0,0,0,0,0.2518,0,0,0,0,0,0,0,0.1309,0.09765,0,0.3421,0,0.3981,0,0,0,0,0,0,0,0,0.1645,0,0,0,0
"24029","OR6C74",0,0,0,0,0,0,0,0,0,0,0,0,0.1243,0,0,0,0,0,0,0,0.09105,0.1138,0,0,0,0,0,0,0,0,0,0,0,0.3067,0,0,0,0
"24030","OR6C6",0,0,0,0,0,0,0,0,0,0,0,0.1267,0,0,0,0,0,0,0,0,0.1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24031","OR6C1",0,0,0,0,0,0,0,0,0,0,0.0896,0.2551,0,0,0,0,0,0,0,0,0.0989,0,0.1732,0,0.2016,0,0,0,0,0,0,0,0,0,0,0,0.1364,0
"24032","OR6C3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24033","OR6C75",0,0,0,0,0,0,0,0,0,0,0,1.148,0.135,0,0,0,0.09033,0,0,0,0.2967,0,0.1732,0,0.4032,0,0,0,0,0,0,0,0,0,0,0,0,0
"24034","OR6C65",0,0,0,0,0.1357,0,0,0,0,0,0,0.2551,0,0,0,0,0,0,0,0,0.1978,0,0,0,0.2016,0,0,0,0,0,0,0,0,0,0,0,0,0
"24035","OR6C76",0,0,0,0,0,0,0,0,0,0.4051,0.0896,0.3826,0,0,0,0,0,0,0,0.2652,0.0989,0,0,0,0.8065,0,0,0,0,0,0,0,0,0,0,0,0,0.1258
