gene,direction,meta_scope_used,rho_threshold,k_datasets,n_scope_datasets,k_concordant,direction_concordant,fisher_padj,stouffer_padj,mean_abs_rrb,r_rb,correlation_p_value,correlation_padj,directional_correlation_strength,passes_fisher,passes_stouffer,passes_k_mode,passes_effect_floor,passes_correlation_threshold,selected_for_analysis,in_expression_matrix
NBPF11,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.0588490350815e-4,3.5717656031598e-4,0.458,0.458,3.80763691657606e-5,3.5717656031598e-4,0.458,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NBPF12,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.9029265182912e-4,1.2245096089135e-4,0.514,0.514,7.27774578882567e-6,1.2245096089135e-4,0.514,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NCKAP1L,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.70094089679246e-5,4.79215748553741e-5,0.518,0.518,2.00426712445433e-6,4.79215748553741e-5,0.518,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NCKAP5L,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.6720177850013e-4,7.5955280074842e-4,0.485,0.485,1.0700618073437e-4,7.5955280074842e-4,0.485,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NDC1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0187512725314601,0.022480191421123,0.353,-0.353,0.00298322037097922,0.022480191421123,0.353,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NDUFA10,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00674648051500123,0.00670178265711195,0.394,-0.394,5.5772176424495e-4,0.00670178265711195,0.394,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NDUFA6-DT,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0127199006421244,0.0101960355817841,0.339,0.339,0.00322874460089831,0.0101960355817841,0.339,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NDUFAF2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.2323245487141e-4,3.9715082128927e-4,0.547,-0.547,8.4659652093183e-6,3.9715082128927e-4,0.547,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NDUFB5,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0346781659879534,0.0451130229349236,0.319,-0.319,0.00719254799622839,0.0451130229349236,0.319,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NDUFS1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.4077329905926e-4,0.00270093988608568,0.503,-0.503,1.5033533328212e-4,0.00270093988608568,0.503,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NDUFS2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00498766917800509,0.00836999655513052,0.425,-0.425,7.8699024213334e-4,0.00836999655513052,0.425,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NDUFV2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.1797458691036e-4,2.3898120453964e-4,0.49,-0.49,3.75756610911387e-6,2.3898120453964e-4,0.49,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NECAB1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.7525444217365e-4,1.8633242486437e-4,0.53,0.53,1.45901804374934e-5,1.8633242486437e-4,0.53,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NECAP2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00633867495929227,0.00597683908129735,0.381,0.381,0.00160885982817312,0.00597683908129735,0.381,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NELFB,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0235359541173166,0.029442418233557,0.341,-0.341,0.00415712131662487,0.029442418233557,0.341,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NEO1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00693747137119111,0.0065841860518754,0.377,0.377,0.00184274389502173,0.0065841860518754,0.377,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NEURL1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0121837190726146,0.0148172757663116,0.376,-0.376,0.00166706087780682,0.0148172757663116,0.376,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NEXN,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00402999223829684,0.00326652350773085,0.398,0.398,7.1493722055996e-4,0.00326652350773085,0.398,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NFAM1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,5.70004701749348e-5,2.87811812361795e-5,0.532,0.532,8.98181090400764e-7,2.87811812361795e-5,0.532,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NFASC,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.13124151841211e-5,1.1306818123325e-4,0.559,0.559,6.50675382568756e-6,1.1306818123325e-4,0.559,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NFATC2IP,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00253439045812222,0.00612066242225371,0.42,0.42,0.00165719822187435,0.00612066242225371,0.42,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NFKBID,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00253525453332724,0.00172408069340433,0.408,0.408,3.139128054972e-4,0.00172408069340433,0.408,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NFYC,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00164883202439654,0.00341490617298963,0.44,0.44,7.654942114361e-4,0.00341490617298963,0.44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NIPSNAP3B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00225691906535257,0.00191439417720235,0.426,0.426,3.6421650226648e-4,0.00191439417720235,0.426,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NKX6-1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00205707286222891,0.00361562734834499,0.433,0.433,8.3416853189663e-4,0.00361562734834499,0.433,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NLRP4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0036430820443228,0.00335401864004643,0.407,0.407,7.4463432700401e-4,0.00335401864004643,0.407,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NME1-NME2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0374679798125309,0.046456553154412,0.312,-0.312,0.00746961745394872,0.046456553154412,0.312,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NME2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.3426889799988e-4,9.68383821735655e-5,0.492,-0.492,9.13569643146845e-7,9.68383821735655e-5,0.492,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NME9,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00562185597607237,0.00390998765395676,0.372,0.372,9.3938068164244e-4,0.00390998765395676,0.372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NNAT,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00119687180812499,0.00165892137321482,0.456,0.456,2.9944052459915e-4,0.00165892137321482,0.456,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NOA1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00113431107744381,0.00132963091674006,0.482,-0.482,5.62089260753534e-5,0.00132963091674006,0.482,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NODAL,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00176418564636852,0.00301904081714578,0.44,0.44,6.4866090354313e-4,0.00301904081714578,0.44,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NOL10,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.3256522796981e-4,5.2844952623352e-4,0.545,-0.545,1.24524735864373e-5,5.2844952623352e-4,0.545,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NOSTRIN,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00161870709204097,0.00149313190270818,0.441,0.441,2.5975636531436e-4,0.00149313190270818,0.441,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NOTCH4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.2417293399238e-4,2.909300522376e-4,0.537,0.537,2.78121810944122e-5,2.909300522376e-4,0.537,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NPIPA1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.9639806246997e-4,5.6377535680799e-4,0.46,0.46,6.89649728925498e-5,5.6377535680799e-4,0.46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NPIPB15,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.120832242364e-4,5.7177901954047e-4,0.46,0.46,7.10228656347448e-5,5.7177901954047e-4,0.46,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NPM1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.1103416487023e-4,1.6362985277344e-4,0.522,-0.522,2.05823714180439e-6,1.6362985277344e-4,0.522,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NPM3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.0083111568373e-4,6.9200782555533e-4,0.546,-0.546,2.00203521858775e-5,6.9200782555533e-4,0.546,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NR1H3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00114074825733478,6.9190773765173e-4,0.429,0.429,9.16016218715032e-5,6.9190773765173e-4,0.429,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NR5A2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.03108796345324e-5,2.30075523312573e-5,0.6,0.6,6.29079873005201e-7,2.30075523312573e-5,0.6,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NRAP,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00323834387499233,0.00628462348793775,0.412,0.412,0.00172147875653493,0.00628462348793775,0.412,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NRG4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.7562182318932e-4,2.6165571724349e-4,0.53,0.53,2.41085299221212e-5,2.6165571724349e-4,0.53,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NSMCE1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0102791178758192,0.0101745127404866,0.374,-0.374,0.00102065080635699,0.0101745127404866,0.374,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NSMCE2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,4.3008563670872e-4,3.9715082128927e-4,0.512,-0.512,8.49253328543098e-6,3.9715082128927e-4,0.512,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NSMF,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00484604840115917,0.00476838031366263,0.417,-0.417,3.4995213247524e-4,0.00476838031366263,0.417,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NTAQ1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00120293913547046,0.00237016064320377,0.484,-0.484,1.2447070044497e-4,0.00237016064320377,0.484,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NTHL1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.09075400832547e-5,8.6907762471886e-6,0.604,-0.604,1.35958654865075e-8,8.6907762471886e-6,0.604,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NUDCD1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.5908346364203e-4,2.4353791467447e-4,0.558,-0.558,4.13554949447216e-6,2.4353791467447e-4,0.558,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NUDCD2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00424328336868183,0.00430606187548278,0.423,-0.423,3.0061186677898e-4,0.00430606187548278,0.423,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NUP210L,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00577015033586261,0.00864030739746149,0.387,0.387,0.00263828254180349,0.00864030739746149,0.387,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NUP35,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00968343257995702,0.00901396165144232,0.372,-0.372,8.7871953205884e-4,0.00901396165144232,0.372,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NUP37,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.1390566126863e-4,2.1330563804591e-4,0.539,-0.539,3.19469340486633e-6,2.1330563804591e-4,0.539,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NWD2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00548263855338003,0.00502125509930816,0.387,0.387,0.00130900015010266,0.00502125509930816,0.387,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NXF1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.4098154130042e-4,1.9048141518245e-4,0.479,0.479,1.54497135357634e-5,1.9048141518245e-4,0.479,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NXPE1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00804275039967097,0.00916066586062968,0.371,0.371,0.00283462113423258,0.00916066586062968,0.371,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
NXPE4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00191785725849356,0.00137024862920584,0.425,0.425,2.3139104210174e-4,0.00137024862920584,0.425,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OAT,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0241003169565783,0.0268547600851163,0.336,-0.336,0.00374108764707752,0.0268547600851163,0.336,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OGN,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00615955477079485,0.00535801669585769,0.38,0.38,0.00141364025403289,0.00535801669585769,0.38,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OIT3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00774388250928221,0.00822978630244585,0.373,0.373,0.00248187580630364,0.00822978630244585,0.373,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OLA1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.75060424518983e-6,7.3018343250312e-6,0.672,-0.672,6.88852294814264e-9,7.3018343250312e-6,0.672,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OLFM1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00366783905046451,0.00389648238600741,0.409,0.409,9.3354107077709e-4,0.00389648238600741,0.409,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OMG,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0013969605371559,0.00339423630583717,0.445,0.445,7.5781903701149e-4,0.00339423630583717,0.445,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OR13A1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00405745385576805,0.0043308347801127,0.404,0.404,0.00107726110410979,0.0043308347801127,0.404,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OR2A9P,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0199237364845165,0.0190324463027656,0.321,0.321,0.00702097999080852,0.0190324463027656,0.321,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OS9,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00140164986624348,0.00354525038953932,0.444,0.444,8.1274356911266e-4,0.00354525038953932,0.444,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OSGEPL1-AS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0189474708900896,0.0198921582312904,0.325,0.325,0.00736260070384552,0.0198921582312904,0.325,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OSR1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00213441698653664,0.00195566362615669,0.43,0.43,3.7514302262754e-4,0.00195566362615669,0.43,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTUD1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.8893867156162e-4,5.1382425835844e-4,0.436,0.436,6.22082828515724e-5,5.1382425835844e-4,0.436,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTUD6B,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00377399252401668,0.00805573232437487,0.436,-0.436,7.3970875431366e-4,0.00805573232437487,0.436,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OTULINL,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0116037939037326,0.00958666915395922,0.346,0.346,0.00299960245540548,0.00958666915395922,0.346,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OVCH2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,8.6428992581922e-4,4.8664312586894e-4,0.425,0.425,5.76932259284879e-5,4.8664312586894e-4,0.425,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
OXER1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.35663580656918e-5,5.2939759682844e-5,0.552,0.552,2.26409035121597e-6,5.2939759682844e-5,0.552,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
P2RX1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.80144311377401e-5,1.88332298743899e-5,0.529,0.529,4.10436508736811e-7,1.88332298743899e-5,0.529,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
P2RY10,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.3943750051922e-4,1.2838796712919e-4,0.469,0.469,7.79209989180337e-6,1.2838796712919e-4,0.469,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
P2RY11,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00125999375291656,0.00133884816000588,0.453,0.453,2.239834028689e-4,0.00133884816000588,0.453,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
P2RY12,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00126580029897667,0.00126503843798888,0.452,0.452,2.072594421988e-4,0.00126503843798888,0.452,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
P2RY13,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.5975532900267e-4,8.40115869727392e-5,0.506,0.506,4.27983556276218e-6,8.40115869727392e-5,0.506,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
P2RY14,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.093722594553e-4,6.03218628725104e-5,0.524,0.524,2.69361777606807e-6,6.03218628725104e-5,0.524,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PABIR3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00548263855338003,0.00443561769807027,0.384,0.384,0.0011158786661812,0.00443561769807027,0.384,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PAICS,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,7.6704548101999e-4,5.8601809652874e-4,0.469,-0.469,1.58482881451171e-5,5.8601809652874e-4,0.469,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PAIP1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.8819867085102e-5,9.76411715947432e-5,0.614,-0.614,1.01325744107752e-6,9.76411715947432e-5,0.614,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PAK5,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00494160445822194,0.0039472948798456,0.388,0.388,9.5206766441558e-4,0.0039472948798456,0.388,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PAMR1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.3475174492711e-4,7.61624955657889e-5,0.519,0.519,3.76022383768203e-6,7.61624955657889e-5,0.519,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PARD3,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.9600776455494e-4,0.00175236590117313,0.527,-0.527,8.65161781396799e-5,0.00175236590117313,0.527,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PARP14,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00750476580507616,0.00643846453808435,0.369,0.369,0.00179183682899517,0.00643846453808435,0.369,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PCAT19,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,9.174676903052e-4,8.0471965523721e-4,0.463,0.463,1.1564681837843e-4,8.0471965523721e-4,0.463,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PCBD1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00197647215709158,0.00170300084886403,0.444,-0.444,8.27072867991538e-5,0.00170300084886403,0.444,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PCCB,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.8704453629004e-4,0.00237136282874456,0.501,-0.501,1.2527954566952e-4,0.00237136282874456,0.501,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PCDHGC3,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00755500254909082,0.00616277134500974,0.367,0.367,0.00167441334656868,0.00616277134500974,0.367,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PCED1A,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.0390686460058e-4,5.8443310146608e-4,0.517,0.517,7.40649496512054e-5,5.8443310146608e-4,0.517,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PCED1B-AS1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.9235599043147e-4,1.6650054293744e-4,0.524,0.524,1.21513135237567e-5,1.6650054293744e-4,0.524,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PCMT1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.4799860430673e-4,7.0691112963578e-4,0.505,-0.505,2.092173885111e-5,7.0691112963578e-4,0.505,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PCSK1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0140237376348416,0.0131862035496954,0.34,0.34,0.00454613036626764,0.0131862035496954,0.34,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PDC,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00347869926209937,0.00387189698352546,0.412,0.412,9.2048871683812e-4,0.00387189698352546,0.412,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PDCD1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.2318798820183e-4,1.1980053329427e-4,0.482,0.482,7.08254725135942e-6,1.1980053329427e-4,0.482,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PDCD10,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00948346261342166,0.0157184812115648,0.392,-0.392,0.00186348031973583,0.0157184812115648,0.392,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PDE1B,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,3.79064069899661e-5,2.19438533938377e-5,0.56,0.56,5.03742546462312e-7,2.19438533938377e-5,0.56,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PDE4DIP,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00273602567407494,0.00176284653245099,0.4,0.4,3.2606290951311e-4,0.00176284653245099,0.4,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PDIA4,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00952984328367301,0.0148172757663116,0.392,-0.392,0.00168208696592406,0.0148172757663116,0.392,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PDIA6,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.020452558938081,0.0301149822710119,0.351,-0.351,0.00428049433537653,0.0301149822710119,0.351,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PDLIM1,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0140609466128035,0.0114696222110987,0.334,0.334,0.0037510714149505,0.0114696222110987,0.334,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PELI2,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.3097553184459e-4,7.43617997667951e-5,0.52,0.52,3.62455313328718e-6,7.43617997667951e-5,0.52,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PENK,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,6.3105074805478e-4,7.5932434474603e-4,0.481,0.481,1.0673521449732e-4,7.5932434474603e-4,0.481,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PEX7,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.0082075591708031,0.00803475479970439,0.386,-0.386,7.3451051629552e-4,0.00803475479970439,0.386,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PFKFB4,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00997973093179095,0.0155362353003723,0.389,-0.389,0.00181256078504344,0.0155362353003723,0.389,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PGK1,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00100856123004459,0.00168097598019322,0.491,-0.491,8.08771462168436e-5,0.00168097598019322,0.491,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PHACTR4,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,1.69845758172357e-5,2.012544549518e-4,0.57,0.57,1.6707917014867e-5,2.012544549518e-4,0.57,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PHB2,Dys-CIM,NKI.TNBCCL,0.3,2,2,2,YES,2.6497326649015e-4,1.916598355664e-4,0.485,-0.485,2.65189709588731e-6,1.916598355664e-4,0.485,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
PHF12,Fun-CIM,NKI.TNBCCL,0.3,2,2,2,YES,0.00110097817750258,0.00122217189678755,0.459,0.459,1.9869901592426e-4,0.00122217189678755,0.459,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
